description,city_name,date
"In Kanpur during 11/2007, the average temperature was 21.97°C, with highs up to 30.60°C and lows down to 12.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 298.35 hours of sunshine, with an average of 10.87 hours of daylight. The most frequent weather was Sunny occurring on 24 days.",Kanpur,2007-11
"In Kanpur during 12/2007, the average temperature was 16.43°C, with highs up to 26.70°C and lows down to 6.20°C. There were 22.00 hours of precipitation and total precipitation of 6.50 mm. There were 289.09 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Kanpur,2007-12
"In Kanpur during 01/2008, the average temperature was 15.70°C, with highs up to 28.20°C and lows down to 5.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 294.98 hours of sunshine, with an average of 10.68 hours of daylight. The most frequent weather was Cloudy occurring on 19 days.",Kanpur,2008-01
"In Kanpur during 02/2008, the average temperature was 17.48°C, with highs up to 29.90°C and lows down to 6.30°C. There were 11.00 hours of precipitation and total precipitation of 2.50 mm. There were 296.68 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Kanpur,2008-02
"In Kanpur during 03/2008, the average temperature was 25.55°C, with highs up to 37.60°C and lows down to 12.30°C. There were 5.00 hours of precipitation and total precipitation of 2.70 mm. There were 327.83 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2008-03
"In Kanpur during 04/2008, the average temperature was 30.47°C, with highs up to 42.90°C and lows down to 17.40°C. There were 10.00 hours of precipitation and total precipitation of 9.50 mm. There were 350.91 hours of sunshine, with an average of 12.80 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2008-04
"In Kanpur during 05/2008, the average temperature was 32.60°C, with highs up to 43.10°C and lows down to 24.10°C. There were 25.00 hours of precipitation and total precipitation of 19.50 mm. There were 382.89 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Partly Cloudy occurring on 10 days.",Kanpur,2008-05
"In Kanpur during 06/2008, the average temperature was 28.92°C, with highs up to 40.30°C and lows down to 24.30°C. There were 331.00 hours of precipitation and total precipitation of 303.00 mm. There were 206.88 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kanpur,2008-06
"In Kanpur during 07/2008, the average temperature was 27.67°C, with highs up to 33.00°C and lows down to 24.80°C. There were 464.00 hours of precipitation and total precipitation of 627.70 mm. There were 156.15 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 17 days.",Kanpur,2008-07
"In Kanpur during 08/2008, the average temperature was 27.83°C, with highs up to 34.20°C and lows down to 24.50°C. There were 398.00 hours of precipitation and total precipitation of 336.30 mm. There were 203.24 hours of sunshine, with an average of 13.04 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kanpur,2008-08
"In Kanpur during 09/2008, the average temperature was 27.98°C, with highs up to 35.10°C and lows down to 22.80°C. There were 173.00 hours of precipitation and total precipitation of 192.60 mm. There were 295.69 hours of sunshine, with an average of 12.30 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kanpur,2008-09
"In Kanpur during 10/2008, the average temperature was 26.39°C, with highs up to 33.80°C and lows down to 17.10°C. There were 18.00 hours of precipitation and total precipitation of 5.10 mm. There were 331.64 hours of sunshine, with an average of 11.52 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Kanpur,2008-10
"In Kanpur during 11/2008, the average temperature was 21.72°C, with highs up to 31.30°C and lows down to 11.30°C. There were 10.00 hours of precipitation and total precipitation of 2.30 mm. There were 295.10 hours of sunshine, with an average of 10.85 hours of daylight. The most frequent weather was Sunny occurring on 18 days.",Kanpur,2008-11
"In Kanpur during 12/2008, the average temperature was 18.17°C, with highs up to 27.60°C and lows down to 8.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 284.94 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kanpur,2008-12
"In Kanpur during 01/2009, the average temperature was 17.32°C, with highs up to 28.30°C and lows down to 7.50°C. There were 9.00 hours of precipitation and total precipitation of 3.00 mm. There were 298.16 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Kanpur,2009-01
"In Kanpur during 02/2009, the average temperature was 19.98°C, with highs up to 32.10°C and lows down to 9.20°C. There were 5.00 hours of precipitation and total precipitation of 1.90 mm. There were 287.07 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2009-02
"In Kanpur during 03/2009, the average temperature was 25.06°C, with highs up to 35.20°C and lows down to 14.10°C. There were 10.00 hours of precipitation and total precipitation of 4.10 mm. There were 340.51 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2009-03
"In Kanpur during 04/2009, the average temperature was 30.40°C, with highs up to 43.10°C and lows down to 19.00°C. There were 8.00 hours of precipitation and total precipitation of 3.20 mm. There were 352.28 hours of sunshine, with an average of 12.79 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kanpur,2009-04
"In Kanpur during 05/2009, the average temperature was 33.03°C, with highs up to 43.50°C and lows down to 23.40°C. There were 25.00 hours of precipitation and total precipitation of 16.50 mm. There were 389.17 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Mainly Sunny occurring on 11 days.",Kanpur,2009-05
"In Kanpur during 06/2009, the average temperature was 34.84°C, with highs up to 43.90°C and lows down to 25.20°C. There were 36.00 hours of precipitation and total precipitation of 40.30 mm. There were 367.94 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Partly Cloudy occurring on 8 days.",Kanpur,2009-06
"In Kanpur during 07/2009, the average temperature was 29.68°C, with highs up to 36.00°C and lows down to 25.70°C. There were 225.00 hours of precipitation and total precipitation of 215.60 mm. There were 299.77 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kanpur,2009-07
"In Kanpur during 08/2009, the average temperature was 29.42°C, with highs up to 36.70°C and lows down to 24.60°C. There were 224.00 hours of precipitation and total precipitation of 178.00 mm. There were 276.55 hours of sunshine, with an average of 13.05 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Kanpur,2009-08
"In Kanpur during 09/2009, the average temperature was 28.26°C, with highs up to 34.40°C and lows down to 23.30°C. There were 165.00 hours of precipitation and total precipitation of 148.00 mm. There were 276.78 hours of sunshine, with an average of 12.31 hours of daylight. The most frequent weather was Light Drizzle occurring on 6 days.",Kanpur,2009-09
"In Kanpur during 10/2009, the average temperature was 24.75°C, with highs up to 34.10°C and lows down to 14.00°C. There were 101.00 hours of precipitation and total precipitation of 128.10 mm. There were 297.13 hours of sunshine, with an average of 11.53 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Kanpur,2009-10
"In Kanpur during 11/2009, the average temperature was 20.62°C, with highs up to 30.30°C and lows down to 9.90°C. There were 42.00 hours of precipitation and total precipitation of 23.00 mm. There were 266.59 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2009-11
"In Kanpur during 12/2009, the average temperature was 17.30°C, with highs up to 26.60°C and lows down to 8.30°C. There were 8.00 hours of precipitation and total precipitation of 3.00 mm. There were 288.83 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kanpur,2009-12
"In Kanpur during 01/2010, the average temperature was 15.37°C, with highs up to 27.20°C and lows down to 7.40°C. There were 12.00 hours of precipitation and total precipitation of 4.00 mm. There were 290.38 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Cloudy occurring on 18 days.",Kanpur,2010-01
"In Kanpur during 02/2010, the average temperature was 19.64°C, with highs up to 32.50°C and lows down to 9.80°C. There were 21.00 hours of precipitation and total precipitation of 23.00 mm. There were 281.35 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kanpur,2010-02
"In Kanpur during 03/2010, the average temperature was 26.81°C, with highs up to 40.10°C and lows down to 14.50°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 342.00 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kanpur,2010-03
"In Kanpur during 04/2010, the average temperature was 32.84°C, with highs up to 43.90°C and lows down to 19.90°C. There were 6.00 hours of precipitation and total precipitation of 4.20 mm. There were 350.73 hours of sunshine, with an average of 12.79 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Kanpur,2010-04
"In Kanpur during 05/2010, the average temperature was 33.93°C, with highs up to 44.40°C and lows down to 24.70°C. There were 16.00 hours of precipitation and total precipitation of 10.50 mm. There were 383.99 hours of sunshine, with an average of 13.44 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kanpur,2010-05
"In Kanpur during 06/2010, the average temperature was 34.84°C, with highs up to 43.20°C and lows down to 25.80°C. There were 16.00 hours of precipitation and total precipitation of 7.30 mm. There were 362.10 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2010-06
"In Kanpur during 07/2010, the average temperature was 30.02°C, with highs up to 38.10°C and lows down to 25.30°C. There were 336.00 hours of precipitation and total precipitation of 309.00 mm. There were 274.58 hours of sunshine, with an average of 13.62 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kanpur,2010-07
"In Kanpur during 08/2010, the average temperature was 28.47°C, with highs up to 34.20°C and lows down to 25.00°C. There were 385.00 hours of precipitation and total precipitation of 323.50 mm. There were 227.37 hours of sunshine, with an average of 13.05 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kanpur,2010-08
"In Kanpur during 09/2010, the average temperature was 27.04°C, with highs up to 33.40°C and lows down to 20.30°C. There were 297.00 hours of precipitation and total precipitation of 230.90 mm. There were 208.34 hours of sunshine, with an average of 12.31 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kanpur,2010-09
"In Kanpur during 10/2010, the average temperature was 25.80°C, with highs up to 33.50°C and lows down to 14.60°C. There were 36.00 hours of precipitation and total precipitation of 22.40 mm. There were 331.89 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kanpur,2010-10
"In Kanpur during 11/2010, the average temperature was 22.46°C, with highs up to 30.40°C and lows down to 12.60°C. There were 32.00 hours of precipitation and total precipitation of 14.00 mm. There were 281.18 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kanpur,2010-11
"In Kanpur during 12/2010, the average temperature was 16.52°C, with highs up to 26.20°C and lows down to 7.70°C. There were 9.00 hours of precipitation and total precipitation of 1.90 mm. There were 288.86 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 23 days.",Kanpur,2010-12
"In Kanpur during 01/2011, the average temperature was 14.25°C, with highs up to 25.20°C and lows down to 3.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 300.40 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kanpur,2011-01
"In Kanpur during 02/2011, the average temperature was 18.66°C, with highs up to 29.50°C and lows down to 8.90°C. There were 18.00 hours of precipitation and total precipitation of 22.40 mm. There were 283.56 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kanpur,2011-02
"In Kanpur during 03/2011, the average temperature was 24.68°C, with highs up to 37.20°C and lows down to 11.70°C. There were 13.00 hours of precipitation and total precipitation of 3.80 mm. There were 343.41 hours of sunshine, with an average of 12.00 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kanpur,2011-03
"In Kanpur during 04/2011, the average temperature was 29.54°C, with highs up to 40.80°C and lows down to 15.90°C. There were 7.00 hours of precipitation and total precipitation of 2.10 mm. There were 346.80 hours of sunshine, with an average of 12.78 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kanpur,2011-04
"In Kanpur during 05/2011, the average temperature was 33.48°C, with highs up to 42.60°C and lows down to 22.40°C. There were 12.00 hours of precipitation and total precipitation of 4.50 mm. There were 387.71 hours of sunshine, with an average of 13.44 hours of daylight. The most frequent weather was Partly Cloudy occurring on 10 days.",Kanpur,2011-05
"In Kanpur during 06/2011, the average temperature was 31.06°C, with highs up to 41.90°C and lows down to 25.00°C. There were 200.00 hours of precipitation and total precipitation of 206.10 mm. There were 289.01 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Partly Cloudy occurring on 7 days.",Kanpur,2011-06
"In Kanpur during 07/2011, the average temperature was 28.54°C, with highs up to 35.30°C and lows down to 25.00°C. There were 345.00 hours of precipitation and total precipitation of 250.10 mm. There were 235.88 hours of sunshine, with an average of 13.62 hours of daylight. The most frequent weather was Light Rain occurring on 12 days.",Kanpur,2011-07
"In Kanpur during 08/2011, the average temperature was 27.90°C, with highs up to 33.50°C and lows down to 24.50°C. There were 352.00 hours of precipitation and total precipitation of 256.60 mm. There were 216.32 hours of sunshine, with an average of 13.06 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kanpur,2011-08
"In Kanpur during 09/2011, the average temperature was 27.68°C, with highs up to 33.10°C and lows down to 22.60°C. There were 206.00 hours of precipitation and total precipitation of 145.10 mm. There were 276.94 hours of sunshine, with an average of 12.32 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Kanpur,2011-09
"In Kanpur during 10/2011, the average temperature was 26.39°C, with highs up to 34.30°C and lows down to 15.40°C. There were 3.00 hours of precipitation and total precipitation of 1.00 mm. There were 333.27 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kanpur,2011-10
"In Kanpur during 11/2011, the average temperature was 22.37°C, with highs up to 31.30°C and lows down to 12.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 297.92 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Kanpur,2011-11
"In Kanpur during 12/2011, the average temperature was 16.61°C, with highs up to 27.70°C and lows down to 5.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 292.23 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Kanpur,2011-12
"In Kanpur during 01/2012, the average temperature was 14.09°C, with highs up to 23.10°C and lows down to 5.70°C. There were 37.00 hours of precipitation and total precipitation of 39.00 mm. There were 284.84 hours of sunshine, with an average of 10.68 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kanpur,2012-01
"In Kanpur during 02/2012, the average temperature was 17.34°C, with highs up to 29.40°C and lows down to 6.50°C. There were 31.00 hours of precipitation and total precipitation of 35.00 mm. There were 294.60 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kanpur,2012-02
"In Kanpur during 03/2012, the average temperature was 23.39°C, with highs up to 36.60°C and lows down to 9.30°C. There were 6.00 hours of precipitation and total precipitation of 1.60 mm. There were 345.57 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 18 days.",Kanpur,2012-03
"In Kanpur during 04/2012, the average temperature was 29.76°C, with highs up to 39.60°C and lows down to 19.50°C. There were 13.00 hours of precipitation and total precipitation of 4.20 mm. There were 348.53 hours of sunshine, with an average of 12.80 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2012-04
"In Kanpur during 05/2012, the average temperature was 33.52°C, with highs up to 43.90°C and lows down to 21.50°C. There were 1.00 hours of precipitation and total precipitation of 0.10 mm. There were 389.57 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kanpur,2012-05
"In Kanpur during 06/2012, the average temperature was 36.11°C, with highs up to 44.70°C and lows down to 28.00°C. There were 6.00 hours of precipitation and total precipitation of 1.90 mm. There were 362.83 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Kanpur,2012-06
"In Kanpur during 07/2012, the average temperature was 29.70°C, with highs up to 42.20°C and lows down to 25.30°C. There were 336.00 hours of precipitation and total precipitation of 297.40 mm. There were 237.51 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kanpur,2012-07
"In Kanpur during 08/2012, the average temperature was 27.72°C, with highs up to 33.00°C and lows down to 24.70°C. There were 387.00 hours of precipitation and total precipitation of 353.00 mm. There were 213.40 hours of sunshine, with an average of 13.04 hours of daylight. The most frequent weather was Rain occurring on 17 days.",Kanpur,2012-08
"In Kanpur during 09/2012, the average temperature was 27.32°C, with highs up to 33.30°C and lows down to 21.70°C. There were 197.00 hours of precipitation and total precipitation of 169.60 mm. There were 254.36 hours of sunshine, with an average of 12.30 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kanpur,2012-09
"In Kanpur during 10/2012, the average temperature was 25.38°C, with highs up to 34.10°C and lows down to 14.80°C. There were 3.00 hours of precipitation and total precipitation of 0.80 mm. There were 332.73 hours of sunshine, with an average of 11.52 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2012-10
"In Kanpur during 11/2012, the average temperature was 20.40°C, with highs up to 29.20°C and lows down to 10.80°C. There were 1.00 hours of precipitation and total precipitation of 0.20 mm. There were 297.91 hours of sunshine, with an average of 10.85 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Kanpur,2012-11
"In Kanpur during 12/2012, the average temperature was 16.74°C, with highs up to 26.80°C and lows down to 6.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 291.73 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2012-12
"In Kanpur during 01/2013, the average temperature was 14.06°C, with highs up to 25.70°C and lows down to 4.00°C. There were 10.00 hours of precipitation and total precipitation of 7.60 mm. There were 298.53 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kanpur,2013-01
"In Kanpur during 02/2013, the average temperature was 17.03°C, with highs up to 27.80°C and lows down to 8.10°C. There were 92.00 hours of precipitation and total precipitation of 90.30 mm. There were 255.92 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2013-02
"In Kanpur during 03/2013, the average temperature was 23.53°C, with highs up to 34.50°C and lows down to 11.60°C. There were 5.00 hours of precipitation and total precipitation of 0.80 mm. There were 341.23 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Kanpur,2013-03
"In Kanpur during 04/2013, the average temperature was 29.09°C, with highs up to 40.30°C and lows down to 17.90°C. There were 15.00 hours of precipitation and total precipitation of 5.50 mm. There were 348.29 hours of sunshine, with an average of 12.79 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2013-04
"In Kanpur during 05/2013, the average temperature was 33.42°C, with highs up to 42.40°C and lows down to 21.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 391.07 hours of sunshine, with an average of 13.45 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kanpur,2013-05
"In Kanpur during 06/2013, the average temperature was 30.08°C, with highs up to 39.90°C and lows down to 24.70°C. There were 241.00 hours of precipitation and total precipitation of 254.70 mm. There were 274.49 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kanpur,2013-06
"In Kanpur during 07/2013, the average temperature was 28.28°C, with highs up to 33.60°C and lows down to 24.70°C. There were 337.00 hours of precipitation and total precipitation of 321.70 mm. There were 234.97 hours of sunshine, with an average of 13.61 hours of daylight. The most frequent weather was Rain occurring on 16 days.",Kanpur,2013-07
"In Kanpur during 08/2013, the average temperature was 27.68°C, with highs up to 33.00°C and lows down to 24.60°C. There were 372.00 hours of precipitation and total precipitation of 327.10 mm. There were 236.13 hours of sunshine, with an average of 13.05 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kanpur,2013-08
"In Kanpur during 09/2013, the average temperature was 28.34°C, with highs up to 33.50°C and lows down to 23.60°C. There were 102.00 hours of precipitation and total precipitation of 54.40 mm. There were 314.40 hours of sunshine, with an average of 12.31 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Kanpur,2013-09
"In Kanpur during 10/2013, the average temperature was 25.07°C, with highs up to 30.90°C and lows down to 16.10°C. There were 116.00 hours of precipitation and total precipitation of 138.30 mm. There were 288.02 hours of sunshine, with an average of 11.53 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Kanpur,2013-10
"In Kanpur during 11/2013, the average temperature was 19.89°C, with highs up to 30.40°C and lows down to 11.20°C. There were 3.00 hours of precipitation and total precipitation of 1.00 mm. There were 297.70 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Sunny occurring on 21 days.",Kanpur,2013-11
"In Kanpur during 12/2013, the average temperature was 16.75°C, with highs up to 26.00°C and lows down to 6.60°C. There were 35.00 hours of precipitation and total precipitation of 12.40 mm. There were 289.92 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Kanpur,2013-12
"In Kanpur during 01/2014, the average temperature was 14.50°C, with highs up to 22.00°C and lows down to 5.50°C. There were 68.00 hours of precipitation and total precipitation of 51.40 mm. There were 275.65 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Cloudy occurring on 19 days.",Kanpur,2014-01
"In Kanpur during 02/2014, the average temperature was 16.40°C, with highs up to 26.20°C and lows down to 7.50°C. There were 82.00 hours of precipitation and total precipitation of 71.00 mm. There were 253.96 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2014-02
"In Kanpur during 03/2014, the average temperature was 22.36°C, with highs up to 34.70°C and lows down to 10.60°C. There were 18.00 hours of precipitation and total precipitation of 5.50 mm. There were 335.56 hours of sunshine, with an average of 12.01 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Kanpur,2014-03
"In Kanpur during 04/2014, the average temperature was 29.02°C, with highs up to 42.20°C and lows down to 17.60°C. There were 10.00 hours of precipitation and total precipitation of 3.80 mm. There were 352.74 hours of sunshine, with an average of 12.79 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Kanpur,2014-04
"In Kanpur during 05/2014, the average temperature was 32.84°C, with highs up to 43.40°C and lows down to 23.60°C. There were 13.00 hours of precipitation and total precipitation of 5.40 mm. There were 389.83 hours of sunshine, with an average of 13.44 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kanpur,2014-05
"In Kanpur during 06/2014, the average temperature was 35.03°C, with highs up to 44.60°C and lows down to 26.10°C. There were 20.00 hours of precipitation and total precipitation of 10.80 mm. There were 375.08 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Sunny occurring on 6 days.",Kanpur,2014-06
"In Kanpur during 07/2014, the average temperature was 29.67°C, with highs up to 37.90°C and lows down to 24.70°C. There were 280.00 hours of precipitation and total precipitation of 405.70 mm. There were 274.71 hours of sunshine, with an average of 13.62 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kanpur,2014-07
"In Kanpur during 08/2014, the average temperature was 29.05°C, with highs up to 36.40°C and lows down to 25.30°C. There were 172.00 hours of precipitation and total precipitation of 93.80 mm. There were 296.34 hours of sunshine, with an average of 13.05 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Kanpur,2014-08
"In Kanpur during 09/2014, the average temperature was 27.59°C, with highs up to 33.60°C and lows down to 22.30°C. There were 167.00 hours of precipitation and total precipitation of 120.30 mm. There were 276.84 hours of sunshine, with an average of 12.31 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kanpur,2014-09
"In Kanpur during 10/2014, the average temperature was 25.69°C, with highs up to 33.20°C and lows down to 17.90°C. There were 30.00 hours of precipitation and total precipitation of 21.00 mm. There were 314.55 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Mainly Sunny occurring on 11 days.",Kanpur,2014-10
"In Kanpur during 11/2014, the average temperature was 21.59°C, with highs up to 31.40°C and lows down to 11.70°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 297.39 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Kanpur,2014-11
"In Kanpur during 12/2014, the average temperature was 15.13°C, with highs up to 27.80°C and lows down to 5.50°C. There were 33.00 hours of precipitation and total precipitation of 27.70 mm. There were 267.65 hours of sunshine, with an average of 10.51 hours of daylight. The most frequent weather was Cloudy occurring on 17 days.",Kanpur,2014-12
"In Kanpur during 01/2015, the average temperature was 14.34°C, with highs up to 21.10°C and lows down to 5.90°C. There were 64.00 hours of precipitation and total precipitation of 28.00 mm. There were 264.58 hours of sunshine, with an average of 10.69 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Kanpur,2015-01
"In Kanpur during 02/2015, the average temperature was 19.43°C, with highs up to 32.30°C and lows down to 8.10°C. There were 37.00 hours of precipitation and total precipitation of 16.10 mm. There were 274.75 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2015-02
"In Kanpur during 03/2015, the average temperature was 22.24°C, with highs up to 35.70°C and lows down to 10.40°C. There were 75.00 hours of precipitation and total precipitation of 105.00 mm. There were 310.12 hours of sunshine, with an average of 12.00 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kanpur,2015-03
"In Kanpur during 04/2015, the average temperature was 28.27°C, with highs up to 40.10°C and lows down to 18.40°C. There were 53.00 hours of precipitation and total precipitation of 41.20 mm. There were 343.00 hours of sunshine, with an average of 12.78 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kanpur,2015-04
"In Kanpur during 05/2015, the average temperature was 33.76°C, with highs up to 43.90°C and lows down to 23.10°C. There were 11.00 hours of precipitation and total precipitation of 5.50 mm. There were 384.80 hours of sunshine, with an average of 13.44 hours of daylight. The most frequent weather was Mainly Sunny occurring on 10 days.",Kanpur,2015-05
"In Kanpur during 06/2015, the average temperature was 33.62°C, with highs up to 44.80°C and lows down to 25.30°C. There were 83.00 hours of precipitation and total precipitation of 64.40 mm. There were 334.97 hours of sunshine, with an average of 13.77 hours of daylight. The most frequent weather was Drizzle occurring on 7 days.",Kanpur,2015-06
"In Kanpur during 07/2015, the average temperature was 29.16°C, with highs up to 39.30°C and lows down to 24.70°C. There were 245.00 hours of precipitation and total precipitation of 228.00 mm. There were 251.08 hours of sunshine, with an average of 13.62 hours of daylight. The most frequent weather was Light Drizzle occurring on 7 days.",Kanpur,2015-07
"In Kanpur during 08/2015, the average temperature was 28.91°C, with highs up to 34.90°C and lows down to 24.80°C. There were 209.00 hours of precipitation and total precipitation of 175.60 mm. There were 281.88 hours of sunshine, with an average of 13.06 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Kanpur,2015-08
"In Kanpur during 09/2015, the average temperature was 29.70°C, with highs up to 37.00°C and lows down to 21.60°C. There were 63.00 hours of precipitation and total precipitation of 35.80 mm. There were 327.04 hours of sunshine, with an average of 12.32 hours of daylight. The most frequent weather was Mainly Sunny occurring on 11 days.",Kanpur,2015-09
"In Kanpur during 10/2015, the average temperature was 27.88°C, with highs up to 37.40°C and lows down to 16.10°C. There were 32.00 hours of precipitation and total precipitation of 29.50 mm. There were 326.59 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kanpur,2015-10
"In Kanpur during 11/2015, the average temperature was 23.39°C, with highs up to 31.40°C and lows down to 13.30°C. There were 14.00 hours of precipitation and total precipitation of 2.50 mm. There were 291.49 hours of sunshine, with an average of 10.86 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Kanpur,2015-11
